INSTNM,STABBR,PREDDEG,ST_FIPS,REGION,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,AVGFACSAL,C150_4,PFTFTUG1_EF,C150_4_WHITE,C150_4_BLACK,C200_4,PCTFLOAN,DEBT_MDN
Angelo State University,TX,3,48,6,979,5592,0.5066,0.0873,0.3358,0.008,0.0039,0.0005,0.0322,0.0247,0.0009,18074,7121,0.3573,0.7707,0.404,0.2368,0.3357,0.3635,10918
West Texas A & M University,TX,3,48,6,977,7384,0.6017,0.0511,0.2692,0.0142,0.0049,0.0014,0.023,0.0183,0.0163,18834,7469,0.4417,0.5682,0.5183,0.2195,0.4404,0.4845,12000
Midwestern State University,TX,3,48,6,973,5319,0.5087,0.1414,0.1814,0.0293,0.0071,0.0024,0.0391,0.0854,0.0051,17377,7659,0.407,0.5369,0.4462,0.2875,0.4978,0.5145,13082
Texas A & M University-Commerce,TX,3,48,6,973,8302,0.4789,0.2113,0.1972,0.0175,0.0072,0.0018,0.0636,0.0148,0.0077,18318,8058,0.4338,0.4111,0.4636,0.3427,0.4925,0.5595,13696
Texas Lutheran University,TX,3,48,6,973,1252,0.5383,0.0958,0.3211,0.0056,0.0032,0,0.0096,0.0048,0.0216,40088,7070,0.5237,0.8788,0.6416,0.2727,0.452,0.8607,16125
Lamar University,TX,3,48,6,960,9065,0.4782,0.2703,0.153,0.0462,0.0039,0.0013,0.024,0.0141,0.0089,19321,8009,0.3271,0.6165,0.3797,0.2252,0.3806,0.4853,11250
Tarleton State University,TX,3,48,6,959,11461,0.6687,0.0834,0.1899,0.01,0.0063,0.001,0.031,0.0029,0.0068,18362,7689,0.43,0.5656,0.4446,0.4133,0.4748,0.575,12607.5
East Texas Baptist University,TX,3,48,6,954,1245,0.6635,0.2,0.0787,0.0024,0.0024,0.004,0.0353,0.0088,0.0048,35787,6702,0.3838,0.7346,0.4188,0.18,0.3966,0.7032,12250
The University of Texas of the Permian Basin,TX,3,48,6,953,3713,0.3558,0.0614,0.512,0.0183,0.0062,0.0035,0.0097,0.0194,0.0137,15290,7633,0.3402,0.466,0.3526,0.3333,0.3675,0.2521,8300
Texas A & M University-Corpus Christi,TX,3,48,6,953,9955,0.3634,0.0667,0.4906,0.025,0.0021,0.0002,0.0109,0.0242,0.0168,19481,7938,0.3452,0.7188,0.3975,0.3882,0.4123,0.526,12000
Texas A & M University-Kingsville,TX,3,48,6,952,5845,0.1719,0.066,0.7085,0.008,0.0014,0.0017,0.0051,0.0328,0.0044,20851,7280,0.2914,0.6849,0.3615,0.1778,0.3772,0.5329,12500
Howard Payne University,TX,3,48,6,950,1066,0.5685,0.0976,0.2054,0.0056,0.0066,0.0038,0,0,0.1126,36209,5610,0.4119,0.7966,0.4375,0.2069,0.4507,0.7257,10750
The University of Texas Rio Grande Valley,TX,3,48,6,950,23932,0.0256,0.0048,0.915,0.0129,0.0002,0.0007,0.0028,0.0231,0.015,14181,7337,0.412,0.6426,0.24,0.4545,0.4802,0.3796,7250
Texas Woman's University,TX,3,48,6,944,9574,0.3713,0.2098,0.2918,0.0938,0.0125,0.0054,0,0.0073,0.0079,17352,8203,0.3848,0.477,0.4275,0.2824,0.474,0.5398,14917
McMurry University,TX,3,48,6,938,1016,0.4705,0.1654,0.252,0.0079,0.0069,0.001,0.0246,0.0689,0.003,37497,6094,0.3607,0.7136,0.372,0.2,0.3675,0.8326,12500
Our Lady of the Lake University,TX,3,48,6,929,1330,0.109,0.0789,0.7571,0.003,0.0023,0.0015,0.0165,0.0098,0.0218,35822,6978,0.388,0.5576,0.2609,0.3571,0.3889,0.7598,17795
Southwestern Adventist University,TX,3,48,6,929,716,0.2053,0.1606,0.4665,0.0419,0.0014,0.0196,0.0391,0.0642,0.0014,29691,6218,0.4676,0.6734,0.6,0.4348,0.4286,0.6658,16231
The University of Texas at El Paso,TX,3,48,6,927,20376,0.0616,0.0247,0.836,0.0085,0.0014,0.0014,0.0082,0.0524,0.0058,15306,8857,0.3861,0.5645,0.43,0.2542,0.4534,0.4197,11000
Texas A & M International University,TX,3,48,6,911,6566,0.0209,0.0034,0.9487,0.0043,0.0011,0.0003,0.0034,0.0157,0.0024,14516,8355,0.4145,0.647,0.3529,0.5,0.454,0.2819,9021
Wayland Baptist University,TX,3,48,6,908,3779,0.402,0.1667,0.2964,0.0193,0.0114,0.0124,0.0415,0.0151,0.0352,24868,5134,0.2355,0.4766,0.3113,0.2143,0.3231,0.4478,12500
University of Houston-Downtown,TX,3,48,6,906,12758,0.1569,0.2137,0.4603,0.0896,0.0037,0.0017,0.0119,0.0508,0.0114,16555,7755,0.159,0.2833,0.1373,0.1185,0.2403,0.4063,14000
University of the Incarnate Word,TX,3,48,6,893,6239,0.1938,0.0752,0.5762,0.0189,0.0016,0.0029,0.0152,0.0551,0.0611,39194,7994,0.5614,0.485,0.5976,0.4407,0.4566,0.5736,21500
Dallas Christian College,TX,3,48,6,886,248,0.4556,0.2419,0.1573,0.0081,0.0081,0.004,0.0565,0.0161,0.0524,27458,5213,0.3404,0.3846,0.4074,0.125,0.4138,0.7184,12500
Sul Ross State University,TX,3,48,6,855,2249,0.2472,0.0711,0.651,0.0053,0.0102,0.0013,0,0.0004,0.0133,20241,6167,0.2333,0.5257,0.2755,0.0488,0.3077,0.517,8250
Prairie View A & M University,TX,3,48,6,838,7417,0.0236,0.8481,0.0712,0.0259,0.0036,0.0005,0.0093,0.0156,0.0022,21785,7440,0.3148,0.8063,0.3333,0.3111,0.391,0.7507,15761
Texas Southern University,TX,3,48,6,814,6562,0.0297,0.7815,0.0573,0.0201,0.0091,0.0011,0,0.0977,0.0035,22909,7714,0.1731,0.5975,0.0909,0.165,0.1994,0.6743,14252
Huston-Tillotson University,TX,3,48,6,787,964,0.0477,0.6483,0.2583,0.0031,0.0021,0,0.0021,0.0311,0.0073,26851,5306,0.2164,0.5577,0.375,0.2,0.3184,0.7841,15875
Brigham Young University-Provo,UT,3,49,7,1293,30979,0.8262,0.0053,0.0599,0.0182,0.0032,0.0066,0.0386,0.0304,0.0113,17395,10526,0.8307,0.8712,0.8388,0.6296,0.8662,0.1677,8092.5
Westminster College,UT,3,49,7,1119,2095,0.7131,0.0191,0.1007,0.0291,0.0067,0.0014,0.043,0.0468,0.0401,42769,8018,0.6193,0.7203,0.6138,0.4,0.6276,0.6586,17194
University of Utah,UT,3,49,7,1116,22748,0.6967,0.0136,0.1227,0.0572,0.0045,0.0044,0.0488,0.0451,0.0069,18444,9560,0.6514,0.6041,0.6568,0.9667,0.7406,0.3268,11500
Utah State University,UT,3,49,7,1087,21833,0.8197,0.0091,0.0591,0.0104,0.019,0.0039,0.022,0.0127,0.044,18093,8837,0.4662,0.6614,0.49,0.3095,0.5817,0.3149,8000
Southern Utah University,UT,3,49,7,1065,6353,0.7636,0.0216,0.0623,0.0102,0.0148,0.0173,0.0055,0.0438,0.0609,19029,6632,0.4923,0.7527,0.5162,0.4762,0.4311,0.3306,6773.5
Washington and Lee University,VA,3,51,5,1396,1820,0.8308,0.0192,0.0368,0.0324,0,0,0.0324,0.039,0.0093,62350,12933,0.917,0.9831,0.9118,1,0.8767,0.2039,19500
University of Virginia-Main Campus,VA,3,51,5,1362,15963,0.5929,0.065,0.0635,0.1302,0.0011,0.0005,0.0445,0.0453,0.0571,29572,13564,0.9417,0.8408,0.9513,0.9107,0.9456,0.2536,16500
William & Mary,VA,3,51,5,1360,6245,0.591,0.0708,0.091,0.0788,0.0016,0.0002,0.0469,0.0597,0.06,33630,10752,0.9148,0.8926,0.9343,0.9022,0.908,0.2691,17247.5
University of Richmond,VA,3,51,5,1338,3229,0.5943,0.07,0.0749,0.0712,0.0025,0,0.0412,0.0845,0.0613,61337,12109,0.8824,0.8437,0.8874,0.8148,0.8426,0.3878,19500
Virginia Polytechnic Institute and State University,VA,3,51,5,1210,25725,0.6654,0.0397,0.0596,0.0999,0.0017,0.0012,0.0449,0.0583,0.0293,24855,10988,0.8377,0.853,0.8468,0.7125,0.8436,0.4029,21110
George Mason University,VA,3,51,5,1165,23179,0.4291,0.1092,0.1375,0.1944,0.0019,0.0041,0.0455,0.0486,0.0298,24347,10535,0.6989,0.5549,0.6928,0.7373,0.7036,0.4404,15993.5
Christopher Newport University,VA,3,51,5,1158,4921,0.747,0.0764,0.048,0.0264,0.0043,0.0008,0.0471,0.0039,0.0461,27435,8289,0.7478,0.9063,0.764,0.6078,0.6817,0.4918,21229
Virginia Military Institute,VA,3,51,5,1156,1713,0.7992,0.0607,0.0584,0.042,0.0058,0.0041,0.0134,0.0158,0.0006,28352,7258,0.7773,0.9419,0.7839,0.5714,0.7417,0.4589,19500
Hollins University,VA,3,51,5,1146,647,0.6476,0.1206,0.0618,0.0216,0.0108,0.0015,0.0526,0.0479,0.0355,50419,6996,0.5297,0.8996,0.5267,0.5909,0.6507,0.7167,16524
James Madison University,VA,3,51,5,1125,19262,0.7537,0.0459,0.0622,0.046,0.0012,0.0012,0.0402,0.0213,0.0281,24513,8421,0.8193,0.851,0.8336,0.7285,0.8344,0.3817,17591
Hampden-Sydney College,VA,3,51,5,1122,1027,0.8403,0.0467,0.037,0.0088,0.0039,0.0019,0.0351,0.0058,0.0204,59141,8081,0.6592,0.9659,0.6545,0.6071,0.6795,0.5851,22500
University of Mary Washington,VA,3,51,5,1114,4318,0.7043,0.072,0.0787,0.0377,0.0025,0.0009,0.0509,0.0093,0.0435,25072,7646,0.7158,0.7089,0.7276,0.56,0.7335,0.4403,15000
Liberty University,VA,3,51,5,1094,46680,0.4766,0.114,0.0498,0.0102,0.0045,0.0016,0.0196,0.0158,0.3078,35622,4778,0.5052,0.4054,0.5735,0.2478,0.5487,0.6351,14016
Virginia Commonwealth University,VA,3,51,5,1094,22614,0.4827,0.1892,0.0879,0.1291,0.0025,0.0014,0.0587,0.0348,0.0138,29278,8770,0.619,0.6656,0.6235,0.5985,0.6266,0.5041,18500
Randolph-Macon College,VA,3,51,5,1091,1429,0.7845,0.0847,0.0427,0.0224,0.0035,0.0014,0.0378,0.0161,0.007,50444,7992,0.5948,0.9041,0.632,0.4643,0.626,0.6477,24318
Roanoke College,VA,3,51,5,1091,1946,0.8222,0.056,0.0432,0.0128,0.0031,0.0005,0.036,0.0257,0.0005,54434,7610,0.6294,0.8729,0.6322,0.7059,0.6395,0.6772,25000
Eastern Mennonite University,VA,3,51,5,1049,1233,0.717,0.0884,0.0803,0.0178,0.0032,0,0.0284,0.0357,0.0292,44481,5905,0.6214,0.5984,0.7095,0.1818,0.6264,0.602,14700
Randolph College,VA,3,51,5,1037,649,0.6949,0.1279,0.0555,0.0169,0.0015,0.0031,0.0447,0.0555,0,49916,7633,0.6012,0.8348,0.6075,0.2727,0.4306,0.6905,18000
Sweet Briar College,VA,3,51,5,1035,320,0.7094,0.1,0.1,0.0188,0.0031,0.0031,0.0406,0.0188,0.0063,50684,7067,0.6056,0.859,0.6115,0.5882,0.7424,0.462,21000
Regent University,VA,3,51,5,1032,3448,0.5516,0.2694,0.0754,0.0186,0.007,0.0041,0.0539,0.0093,0.0107,28082,7900,0.3049,0.2282,0.3409,0.2045,0.5273,0.761,9500
University of Lynchburg,VA,3,51,5,1023,1999,0.7339,0.1161,0.046,0.0125,0.0035,0,0.045,0.0235,0.0195,47359,7464,0.5639,0.8485,0.5758,0.4915,0.5666,0.6684,21555
Bridgewater College,VA,3,51,5,1022,1871,0.6841,0.1325,0.0561,0.0123,0.0027,0.0005,0.0561,0.0118,0.0438,45705,6503,0.6612,0.916,0.6749,0.5172,0.6107,0.7192,20796.5
Emory & Henry College,VA,3,51,5,1016,1004,0.761,0.0936,0.0458,0.011,0.005,0.001,0.0189,0.008,0.0558,43891,6816,0.5121,0.8304,0.5492,0.3704,0.4855,0.7148,18304
Old Dominion University,VA,3,51,5,1010,19606,0.4625,0.2909,0.0842,0.0445,0.0034,0.0029,0.066,0.0145,0.0312,22806,8943,0.5091,0.5563,0.5081,0.5114,0.5519,0.5654,16508
Shenandoah University,VA,3,51,5,1009,2087,0.5673,0.1198,0.0661,0.0259,0.0072,0.001,0.0264,0.0402,0.1461,44258,7675,0.5725,0.7167,0.5791,0.5686,0.5614,0.6871,19800
Southern Virginia University,VA,3,51,5,993,779,0.7394,0.0372,0.0218,0.0103,0.0039,0.0141,0.0616,0.0064,0.1053,26864,6189,0.3274,0.8401,0.3425,0.125,0.4,0.5861,8500
Mary Baldwin University,VA,3,51,5,983,1226,0.5489,0.2357,0.071,0.0212,0.0098,0.0033,0.0383,0.0212,0.0506,41977,6610,0.4596,0.6141,0.4825,0.4018,0.4318,0.7195,18267
Hampton University,VA,3,51,5,973,3793,0.0129,0.9549,0.0119,0.0024,0.0026,0.0005,0,0.0148,0,37162,6834,0.5491,0.8838,0.3125,0.5537,0.5765,0.6835,19500
Marymount University,VA,3,51,5,970,2304,0.3837,0.1467,0.1793,0.0734,0.0048,0.0039,0.0321,0.1428,0.0334,43632,8101,0.5205,0.7013,0.5948,0.3425,0.5211,0.5502,19500
Longwood University,VA,3,51,5,970,4326,0.7534,0.095,0.0458,0.0109,0.0037,0.0007,0.0356,0.0143,0.0407,25728,7444,0.6495,0.7862,0.6654,0.541,0.6731,0.5313,19000
The University of Virginia's College at Wise,VA,3,51,5,963,1367,0.7696,0.1097,0.0205,0.0073,0.0029,0,0.0029,0,0.0871,21138,7232,0.4361,0.7221,0.4799,0.2045,0.4356,0.5017,12000
Virginia Wesleyan University,VA,3,51,5,959,1342,0.5067,0.2534,0.0827,0.0127,0.0104,0.0015,0.0626,0.0075,0.0626,46730,7932,0.4373,0.7931,0.4804,0.3857,0.4863,0.7009,15830
Bluefield College,VA,3,51,5,903,881,0.6254,0.2361,0.0431,0.0034,0,0.0023,0.0341,0.0431,0.0125,35698,5182,0.3214,0.5525,0.3506,0.2,0.5125,0.6684,13250
Averett University,VA,3,51,5,902,846,0.578,0.318,0.0284,0.0142,0.0083,0,0.0012,0.052,0,42035,5936,0.4205,0.7687,0.4599,0.2817,0.3291,0.7815,17760.5
Ferrum College,VA,3,51,5,865,1289,0.4942,0.3445,0.0551,0.0039,0.0085,0.0008,0.0628,0.0062,0.024,43316,6087,0.3009,0.8913,0.3818,0.2178,0.2595,0.8733,12500
Virginia State University,VA,3,51,5,817,4155,0.0161,0.6082,0.014,0.0051,0.0031,0,0,0.0024,0.3511,21453,7564,0.4399,0.7844,0.5,0.4458,0.4502,0.8366,21500
Norfolk State University,VA,3,51,5,762,4707,0.0395,0.8489,0.0336,0.0051,0.0021,0.0008,0.0425,0.0045,0.0229,22976,7968,0.3481,0.6619,0.4333,0.3441,0.3726,0.7423,24000
University of the Virgin Islands,VI,3,78,9,807,1984,0.0534,0.7177,0.0927,0.0045,0.0015,0,0.0076,0.0615,0.061,17288,6755,0.2248,0.7208,0.4444,0.2145,0.3127,0.4949,7366
Middlebury College,VT,3,50,1,1394,2513,0.6446,0.0346,0.0943,0.0684,0.002,0,0.0505,0.0939,0.0115,63456,10947,0.9341,0.9696,0.9448,0.7895,0.9444,0.2655,11995
University of Vermont,VT,3,50,1,1216,10267,0.8178,0.0124,0.0393,0.0275,0.0009,0.0002,0.0316,0.0514,0.019,30573,9947,0.7423,0.8395,0.7445,0.7059,0.7619,0.4313,17903
Champlain College,VT,3,50,1,1134,3735,0.6755,0.0597,0.0728,0.0254,0.0032,0.0013,0.0292,0.0046,0.1282,55015,8260,0.6195,0.7107,0.6151,0.7692,0.5731,0.5476,19500
Castleton University,VT,3,50,1,965,1894,0.8342,0.018,0.0248,0.0111,0.0053,0.0005,0.0259,0.0306,0.0496,22948,6492,0.4779,0.7774,0.4772,0.3333,0.4874,0.761,19000
Lyndon State College,VT,3,50,1,945,1121,0.8145,0.0348,0.0428,0.008,0.0116,0.0009,0.033,0.0062,0.0482,22392,6305,0.3785,0.7415,0.3937,0.1538,0.3921,0.7569,15000
Northern Vermont University,VT,3,50,1,917,1295,0.7977,0.0378,0.0309,0.0069,0.0085,0.0008,0.0432,0.0046,0.0695,22816,7211,0.3518,0.581,0.3524,0.6667,0.3803,0.7847,14900
Southern Vermont College,VT,3,50,1,876,358,0.5028,0.1089,0.0726,0.014,0.0056,0.0028,0.0223,0.0056,0.2654,36960,5332,0.2897,0.7103,0.3125,0.1538,0.3333,0.7516,21500
Whitman College,WA,3,53,8,1324,1464,0.7138,0.0143,0.0738,0.0451,0.0034,0.0034,0.0683,0.0574,0.0205,59902,8926,0.8771,0.9529,0.8763,0.8889,0.8728,0.4544,17477
University of Washington-Seattle Campus,WA,3,53,8,1266,29831,0.4167,0.0265,0.0767,0.2477,0.0042,0.0047,0.0701,0.142,0.0114,25520,11918,0.8386,0.8033,0.8512,0.7771,0.8577,0.2861,13000
DigiPen Institute of Technology,WA,3,53,8,1242,976,0.3904,0.0113,0.0543,0.0533,0.0041,0.0031,0.041,0.0861,0.3566,42906,8492,0.3969,0.6166,0.3649,0,0.5255,0.547,21875
Gonzaga University,WA,3,53,8,1224,5091,0.7203,0.0118,0.1049,0.0534,0.0069,0.0029,0.0585,0.0145,0.0267,53040,9105,0.839,0.913,0.8446,1,0.8377,0.4682,23000
Seattle University,WA,3,53,8,1208,4648,0.4626,0.0269,0.1091,0.1639,0.0041,0.0088,0.082,0.1119,0.0308,56391,9007,0.7454,0.7299,0.7367,0.6571,0.79,0.4972,18425
Whitworth University,WA,3,53,8,1143,2280,0.7241,0.0197,0.0895,0.0491,0.0061,0.0026,0.0684,0.0303,0.0101,51965,7073,0.7262,0.877,0.7362,0.625,0.7596,0.5956,22000
Western Washington University,WA,3,53,8,1122,14483,0.7219,0.0167,0.0853,0.0652,0.0036,0.002,0.0865,0.0112,0.0076,22959,9152,0.6947,0.7019,0.6997,0.7174,0.733,0.4465,15000
Pacific Lutheran University,WA,3,53,8,1116,2743,0.6573,0.0295,0.0849,0.0933,0.0077,0.0102,0.0773,0.0292,0.0106,50737,7405,0.7089,0.7911,0.7285,0.4706,0.6812,0.593,21500
Seattle Pacific University,WA,3,53,8,1108,3079,0.5859,0.0364,0.103,0.1133,0.0039,0.0058,0.0893,0.0445,0.0179,51149,8488,0.7094,0.7464,0.7213,0.4762,0.7626,0.6221,21500
Walla Walla University,WA,3,53,8,1074,1679,0.6474,0.0304,0.1477,0.0578,0.0107,0.0077,0.0054,0.0322,0.0608,37389,5256,0.5443,0.7751,0.5638,0.2222,0.5645,0.5864,21500
Northwest University,WA,3,53,8,1061,897,0.6878,0.0535,0.0948,0.039,0.0167,0.0134,0.0468,0.0401,0.0078,38325,6705,0.5581,0.6195,0.576,0.4444,0.526,0.6796,12500
The Evergreen State College,WA,3,53,8,1056,3732,0.6626,0.0496,0.1056,0.0292,0.0204,0.0032,0.079,0.007,0.0434,21953,8008,0.5637,0.4483,0.5754,0.5263,0.5821,0.5021,12659
Washington State University,WA,3,53,8,1054,24362,0.6126,0.0332,0.1434,0.0588,0.0079,0.0039,0.0723,0.0464,0.0215,26441,9807,0.6658,0.6159,0.6779,0.5849,0.696,0.4605,14772
Central Washington University,WA,3,53,8,1043,10492,0.5538,0.038,0.1483,0.0372,0.0063,0.0071,0.068,0.0297,0.1116,21732,7281,0.528,0.5609,0.5418,0.3571,0.564,0.5135,14669
University of Washington-Bothell Campus,WA,3,53,8,1043,5078,0.3893,0.0638,0.0933,0.2725,0.0028,0.0077,0.0591,0.0981,0.0134,22515,10046,0.6701,0.4684,0.6531,0.6,0.7087,0.3612,13000
Saint Martin's University,WA,3,53,8,1029,1195,0.5448,0.0603,0.154,0.0619,0.0117,0.0293,0.0586,0.0519,0.0276,45784,6448,0.5527,0.5766,0.5809,0.25,0.5127,0.4714,19500
University of Washington-Tacoma Campus,WA,3,53,8,975,4252,0.4193,0.0724,0.1364,0.1945,0.0073,0.0146,0.0863,0.0489,0.0202,22047,9588,0.601,0.3385,0.6277,0.3158,0.5879,0.4308,13000
Eastern Washington University,WA,3,53,8,962,10546,0.6439,0.0363,0.1477,0.0302,0.0115,0.0036,0.0614,0.0452,0.02,20638,8469,0.4652,0.5622,0.5024,0.3619,0.5027,0.7195,14924
University of Wisconsin-Madison,WI,3,55,3,1302,29536,0.7496,0.0213,0.0496,0.0579,0.0018,0.0011,0.0328,0.0833,0.0027,24594,11719,0.8493,0.8526,0.8625,0.75,0.8543,0.3366,19639
Lawrence University,WI,3,55,3,1280,1507,0.6768,0.0378,0.077,0.0537,0.0027,0.0013,0.0319,0.1128,0.006,55275,7831,0.7865,0.9373,0.8182,0.5,0.7989,0.5825,23950
Milwaukee School of Engineering,WI,3,55,3,1245,2633,0.67,0.0232,0.0543,0.0376,0.0019,0.0011,0.0209,0.1086,0.0824,47607,9168,0.6367,0.7324,0.6576,0.1538,0.5728,0.6468,25500
Beloit College,WI,3,55,3,1222,1315,0.6152,0.0525,0.092,0.035,0.0038,0.0023,0.0274,0.1346,0.0373,55178,7486,0.7327,0.934,0.73,0.5385,0.8095,0.5838,23525.5
Marquette University,WI,3,55,3,1199,8053,0.7151,0.0386,0.1082,0.0625,0.0019,0.0007,0.0373,0.033,0.0027,51316,9899,0.8056,0.932,0.8294,0.5612,0.7979,0.4605,24250
University of Wisconsin-La Crosse,WI,3,55,3,1145,9517,0.8938,0.0081,0.0353,0.0234,0.0015,0.0006,0.0267,0.0102,0.0004,17778,7075,0.6776,0.8103,0.6954,0.6316,0.6925,0.5587,18241
Saint Norbert College,WI,3,55,3,1124,2064,0.876,0.0111,0.0407,0.0145,0.0092,0.0005,0.0184,0.0266,0.0029,44738,7017,0.728,0.948,0.7566,0,0.7006,0.6632,23250
University of Wisconsin-Eau Claire,WI,3,55,3,1110,9936,0.8898,0.0092,0.0255,0.035,0.0025,0.0006,0.0205,0.0161,0.0008,19334,7347,0.6769,0.8276,0.6802,0.6923,0.6949,0.5709,16814.5
Wisconsin Lutheran College,WI,3,55,3,1107,989,0.8231,0.0495,0.0556,0.0111,0.002,0,0.0293,0.0131,0.0162,38409,6124,0.6138,0.8057,0.6505,0.4615,0.6233,0.7544,18700.5
Concordia University-Wisconsin,WI,3,55,3,1105,3614,0.7341,0.1339,0.0166,0.0227,0.0119,0.0017,0.0349,0.0219,0.0224,40964,8587,0.5605,0.5244,0.5826,0.4,0.6194,0.6325,17482
Carthage College,WI,3,55,3,1101,2805,0.6998,0.0517,0.0563,0.0185,0.005,0.0021,0.031,0.0096,0.1258,51397,8096,0.6288,0.8969,0.6449,0.45,0.6135,0.8421,22250
University of Wisconsin-Platteville,WI,3,55,3,1090,7745,0.8998,0.012,0.0374,0.0141,0.0017,0.0009,0.0194,0.0134,0.0013,18316,6533,0.5391,0.753,0.5553,0.2424,0.5388,0.583,17484
Carroll University,WI,3,55,3,1089,2911,0.8052,0.0151,0.0728,0.0388,0.0014,0.0014,0.0251,0.0271,0.0131,41758,7187,0.6258,0.8454,0.6529,0,0.6183,0.7111,21500
Ripon College,WI,3,55,3,1085,778,0.8278,0.0244,0.063,0.0103,0.0026,0,0.0219,0.045,0.0051,46940,7008,0.6782,0.9683,0.6877,0.25,0.6879,0.7582,23250
Edgewood College,WI,3,55,3,1069,1615,0.7895,0.0254,0.0582,0.0254,0.0019,0.0019,0.0272,0.0384,0.0322,39116,5856,0.6296,0.595,0.6373,0.6667,0.6376,0.7507,19374.5
Viterbo University,WI,3,55,3,1065,1861,0.8952,0.0167,0.0279,0.0086,0.0021,0.0005,0.0226,0.0226,0.0038,36321,6538,0.4559,0.5738,0.4595,0.4286,0.4944,0.7064,20500
University of Wisconsin-Milwaukee,WI,3,55,3,1050,20018,0.6666,0.0801,0.1012,0.0671,0.0041,0.001,0.041,0.0369,0.0019,21771,8404,0.4012,0.666,0.4341,0.2045,0.4778,0.6065,16000
University of Wisconsin-Green Bay,WI,3,55,3,1050,5509,0.8519,0.0178,0.0437,0.0316,0.0123,0.0009,0.0267,0.0136,0.0015,17979,6738,0.4888,0.5686,0.4975,1,0.525,0.4923,14000
University of Wisconsin-River Falls,WI,3,55,3,1050,5357,0.8843,0.0161,0.0287,0.0233,0.0021,0.0006,0.0265,0.0162,0.0022,18746,7419,0.539,0.6683,0.558,0.2414,0.5661,0.5993,15500
University of Wisconsin-Whitewater,WI,3,55,3,1050,10826,0.8208,0.0418,0.0595,0.0169,0.0015,0.0005,0.0492,0.009,0.0008,18091,7367,0.5735,0.7379,0.6046,0.3109,0.5994,0.6034,18500
University of Wisconsin-Stevens Point,WI,3,55,3,1050,8193,0.8651,0.0249,0.0376,0.0294,0.004,0.0007,0.0209,0.0164,0.001,17203,6616,0.6332,0.7115,0.6477,0.3636,0.6213,0.6522,17500
University of Wisconsin-Oshkosh,WI,3,55,3,1030,9551,0.8539,0.0251,0.0429,0.0382,0.0049,0.0006,0.025,0.0062,0.003,18143,7315,0.5261,0.6588,0.5528,0.2,0.5711,0.4788,16250
University of Wisconsin-Stout,WI,3,55,3,1030,8202,0.8717,0.019,0.0268,0.035,0.0027,0.0011,0.0195,0.0223,0.0018,19002,6727,0.5423,0.6782,0.5553,0.2857,0.5524,0.6053,16838
University of Wisconsin-Superior,WI,3,55,3,1010,2263,0.7963,0.0155,0.0252,0.0137,0.0159,0.0009,0.0358,0.0932,0.0035,18003,6373,0.4255,0.5761,0.4224,0.2,0.4587,0.611,15533
University of Wisconsin-Parkside,WI,3,55,3,970,4145,0.6697,0.0907,0.1448,0.0345,0.0017,0.0014,0.0415,0.0147,0.001,15793,6419,0.2433,0.6126,0.2622,0.1125,0.3457,0.5685,13000
Mount Mary University,WI,3,55,3,970,729,0.4938,0.1852,0.1728,0.0809,0.0014,0,0.0439,0.0206,0.0014,38848,6012,0.4344,0.6082,0.5641,0.2857,0.5172,0.7751,20837
Cardinal Stritch University,WI,3,55,3,954,1503,0.481,0.1976,0.1411,0.0286,0.0053,0.002,0.0273,0.1058,0.0113,38665,5934,0.4554,0.5141,0.5806,0.2083,0.5161,0.6253,23438
Marian University,WI,3,55,3,950,1476,0.8103,0.0644,0.0644,0.0095,0.0047,0.002,0.0061,0.0183,0.0203,37170,6206,0.4498,0.6209,0.5297,0.1,0.5775,0.7199,20000
Lakeland University,WI,3,55,3,909,1977,0.7724,0.0764,0.0455,0.043,0.0192,0.001,0.0126,0.0197,0.0101,37156,6129,0.5373,0.4384,0.5671,0.381,0.5311,0.607,15500
West Virginia University,WV,3,54,5,1069,21428,0.7917,0.0479,0.0379,0.0151,0.0013,0.0008,0.0388,0.0647,0.0017,19512,9709,0.5705,0.8525,0.5856,0.3756,0.5931,0.5066,14771
West Virginia Wesleyan College,WV,3,54,5,1032,1382,0.7858,0.0774,0.0253,0.0014,0.0036,0.0014,0.0369,0.0593,0.0087,42383,5829,0.4987,0.8979,0.5397,0.2143,0.589,0.658,18500
Marshall University,WV,3,54,5,1010,8700,0.8429,0.0679,0.0214,0.0086,0.0031,0.0009,0.0287,0.0143,0.0122,18064,7172,0.4468,0.7552,0.4596,0.3443,0.4823,0.5789,14143
West Virginia University Institute of Technology,WV,3,54,5,1000,1109,0.7268,0.0748,0.0388,0.0063,0.0036,0,0.0334,0.0857,0.0307,16746,7248,0.2137,0.7608,0.2227,0.125,0.2052,0.4806,14771
Shepherd University,WV,3,54,5,994,3094,0.8129,0.0869,0.0378,0.021,0.0042,0.0006,0.0213,0.0036,0.0116,17055,6902,0.4625,0.6037,0.4715,0.3607,0.4269,0.5327,14190
Concord University,WV,3,54,5,972,1996,0.8507,0.0646,0.0095,0.0065,0.0035,0.0015,0.016,0.0436,0.004,15020,6249,0.3398,0.7714,0.3612,0.1364,0.3649,0.5363,11825
